date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,conversion_rate,cost_per_1000_impressions,revenue_per_click,profit,profit_margin,ai_priority_score,ai_recommendation
2024-12-06,Meta Ads,Shopping,SaaS,Germany,16093,466,0.029,0.83,386.78,28,13.81,5468.73,14.14,2024-12,0.060085836909871244,24.034052072329583,11.735472103004291,5081.95,0.9292742556315635,0.7241805555555555,Scale budget
2024-11-27,Google Ads,Shopping,EdTech,Canada,155338,10718,0.069,1.86,19935.48,411,48.5,112821.78,5.66,2024-11,0.038346706475088636,128.33614440767874,10.526383653666729,92886.3,0.8233011391949321,0.5690277777777778,Monitor / test
2024-11-13,Google Ads,Video,EdTech,Canada,179877,4317,0.024,2.54,10965.18,215,51.0,13004.03,1.19,2024-11,0.04980310400741256,60.95932220350573,3.0122839935140147,2038.8500000000004,0.1567860117209819,0.2909027777777778,Reduce spend
2024-08-24,TikTok Ads,Video,E-commerce,Australia,185510,9739,0.0525,2.05,19964.95,461,43.31,116711.4,5.85,2024-08,0.0473354553855632,107.62196108026521,11.983920320361433,96746.45,0.8289374474130206,0.5887916666666667,Monitor / test
2024-08-20,TikTok Ads,Search,EdTech,Germany,135992,8023,0.059,0.4,3209.2,640,5.01,50560.98,15.76,2024-08,0.07977065935435623,23.598446967468675,6.302004237816279,47351.780000000006,0.9365281290038288,0.9454444444444445,Scale budget
2024-01-16,Google Ads,Search,EdTech,Germany,192593,4949,0.0257,1.83,9056.67,172,52.66,20836.16,2.3,2024-01,0.03475449585774904,47.02491783190459,4.210175793089513,11779.49,0.5653388148296039,0.29304166666666664,Reduce spend
2024-12-30,Meta Ads,Search,EdTech,UAE,18487,693,0.0375,0.49,339.57,36,9.43,7765.15,22.87,2024-12,0.05194805194805195,18.36804240817872,11.205122655122654,7425.58,0.9562700012234149,0.7660277777777778,Scale budget
2024-11-24,Meta Ads,Video,EdTech,UK,88452,3361,0.038,1.63,5478.43,180,30.44,8119.45,1.48,2024-11,0.05355548943766736,61.93675665897889,2.415783992859268,2641.0199999999995,0.32527080036209344,0.4330694444444444,Monitor / test
2024-10-16,TikTok Ads,Display,Fintech,USA,178714,7559,0.0423,1.14,8617.26,312,27.62,39985.98,4.64,2024-10,0.04127530096573621,48.218158622156075,5.289850509326631,31368.72,0.7844929647841569,0.5365416666666667,Monitor / test
2024-07-05,TikTok Ads,Display,SaaS,UK,113190,3984,0.0352,1.41,5617.44,172,32.66,10269.39,1.83,2024-07,0.04317269076305221,49.62841240392261,2.57765813253012,4651.95,0.4529918524858828,0.3882361111111111,Monitor / test
2024-04-13,Meta Ads,Video,E-commerce,Australia,126103,4300,0.0341,1.09,4687.0,313,14.97,18027.88,3.85,2024-04,0.0727906976744186,37.16802930937408,4.1925302325581395,13340.880000000001,0.7400138008462448,0.6496388888888889,Monitor / test
2024-12-21,Google Ads,Search,Healthcare,India,101355,4459,0.044,2.55,11370.45,122,93.2,10455.25,0.92,2024-12,0.027360394707333483,112.18440136155098,2.3447521865889214,-915.2000000000007,-0.08753497046938148,0.24769444444444444,Reduce spend
2024-02-16,Google Ads,Display,EdTech,Canada,197974,4375,0.0221,2.43,10631.25,347,30.64,73971.79,6.96,2024-02,0.07931428571428571,53.700233363977084,16.907837714285712,63340.53999999999,0.8562796709394216,0.656263888888889,Monitor / test
2024-04-07,Meta Ads,Shopping,Fintech,UK,49261,724,0.0147,0.62,448.88,31,14.48,1397.37,3.11,2024-04,0.04281767955801105,9.112279490875135,1.9300690607734805,948.4899999999999,0.6787679712602961,0.4041944444444445,Monitor / test
2024-01-31,TikTok Ads,Shopping,SaaS,India,174668,10916,0.0625,0.63,6877.08,310,22.18,37599.64,5.47,2024-01,0.02839868083547087,39.372294867978106,3.444452180285819,30722.559999999998,0.8170971849730476,0.5733611111111111,Monitor / test
2024-10-16,Google Ads,Shopping,Fintech,USA,163178,5172,0.0317,2.21,11430.12,325,35.17,14305.21,1.25,2024-10,0.0628383604021655,70.04694260255673,2.765895204949729,2875.0899999999983,0.20098201983752761,0.4179583333333333,Monitor / test
2024-11-17,TikTok Ads,Search,EdTech,USA,105726,8542,0.0808,1.4,11958.8,662,18.06,104498.78,8.74,2024-11,0.077499414656989,113.11124983447779,12.23352610629829,92539.98,0.8855603864466168,0.8753055555555556,Scale budget
2024-02-12,TikTok Ads,Display,Healthcare,UAE,74285,2094,0.0282,0.63,1319.22,92,14.34,18972.8,14.38,2024-02,0.04393505253104107,17.758901527899308,9.060553963705825,17653.579999999998,0.9304678276269185,0.6516388888888889,Monitor / test
2024-01-29,Google Ads,Display,EdTech,USA,168471,6014,0.0357,0.97,5833.58,117,49.86,25231.33,4.33,2024-01,0.01945460591952112,34.626612295291174,4.1954323245759895,19397.75,0.7687961752313492,0.3636111111111111,Monitor / test
2024-10-09,TikTok Ads,Search,E-commerce,UK,128295,4695,0.0366,0.84,3943.8,276,14.29,42279.01,10.72,2024-10,0.05878594249201278,30.740091196071557,9.005113951011715,38335.21,0.9067196701152652,0.73,Scale budget
2024-11-26,Meta Ads,Search,Healthcare,Australia,109777,2722,0.0248,1.44,3919.68,170,23.06,47040.47,12.0,2024-11,0.06245407788390889,35.70584002113375,17.281583394562823,43120.79,0.9166743019361839,0.6751111111111111,Scale budget
2024-09-17,TikTok Ads,Video,Healthcare,UAE,153537,7277,0.0474,1.0,7277.0,175,41.58,48117.42,6.61,2024-09,0.024048371581695753,47.39574174303263,6.612260546928679,40840.42,0.8487657900194981,0.49604166666666666,Monitor / test
2024-08-30,Google Ads,Shopping,Fintech,Germany,20915,913,0.0437,1.03,940.39,37,25.42,3637.08,3.87,2024-08,0.040525739320920046,44.96246712885489,3.983658269441402,2696.69,0.741443685593938,0.5180277777777778,Monitor / test
2024-07-26,Meta Ads,Search,EdTech,UK,29992,605,0.0202,0.61,369.05,35,10.54,5311.42,14.39,2024-07,0.05785123966942149,12.304947986129635,8.779206611570247,4942.37,0.9305176393506821,0.6822777777777778,Scale budget
2024-03-05,Meta Ads,Search,Fintech,UK,187461,2511,0.0134,1.7,4268.7,189,22.59,16540.06,3.87,2024-03,0.07526881720430108,22.771136396370444,6.587041019514138,12271.36,0.7419175021130515,0.5556805555555555,Monitor / test
2024-05-17,Google Ads,Display,E-commerce,Australia,107885,3344,0.031,2.09,6988.96,262,26.68,51456.48,7.36,2024-05,0.07834928229665072,64.78157297121935,15.387703349282297,44467.520000000004,0.8641772620280284,0.7125138888888888,Scale budget
2024-05-23,Google Ads,Video,E-commerce,Germany,162242,5110,0.0315,2.67,13643.7,118,115.62,30643.55,2.25,2024-05,0.02309197651663405,84.09474735272002,5.996780821917808,16999.85,0.5547611161239477,0.2372638888888889,Reduce spend
2024-05-06,Meta Ads,Video,EdTech,USA,34404,1204,0.035,1.42,1709.68,94,18.19,17655.16,10.33,2024-05,0.07807308970099668,49.69422160213929,14.66375415282392,15945.48,0.9031625881611948,0.795625,Scale budget
2024-11-02,Meta Ads,Display,EdTech,Australia,133773,3491,0.0261,1.83,6388.53,181,35.3,21663.32,3.39,2024-11,0.05184760813520481,47.75649794801642,6.205476940704669,15274.79,0.7050992184023502,0.4390277777777778,Monitor / test
2024-08-03,Google Ads,Video,SaaS,Canada,185948,5373,0.0289,0.73,3922.29,82,47.83,15594.76,3.98,2024-08,0.015261492648427322,21.093477746466753,2.9024306718779083,11672.470000000001,0.7484866711639039,0.30302777777777773,Reduce spend
2024-07-13,Google Ads,Shopping,Healthcare,Australia,98375,1898,0.0193,3.35,6358.3,45,141.3,2253.91,0.35,2024-07,0.02370916754478398,64.63329097839899,1.1875184404636459,-4104.39,-1.821008824664694,0.08994444444444444,Reduce spend
2024-07-22,Google Ads,Video,Healthcare,USA,190826,12174,0.0638,1.75,21304.5,933,22.83,139478.01,6.55,2024-07,0.07663873829472646,111.6435915441292,11.457040413997044,118173.51000000001,0.8472554921023034,0.8069583333333332,Scale budget
2024-07-07,Meta Ads,Display,Healthcare,UAE,105050,3077,0.0293,0.5,1538.5,206,7.47,55580.46,36.13,2024-07,0.0669483262918427,14.645406949071871,18.063197920051998,54041.96,0.9723194086554879,0.8060277777777777,Scale budget
2024-07-19,Google Ads,Shopping,E-commerce,India,52547,2806,0.0534,2.15,6032.9,47,128.36,13262.4,2.2,2024-07,0.01674982181040627,114.80959902563418,4.726443335709194,7229.5,0.5451124984919773,0.28902777777777783,Reduce spend
2024-05-15,Google Ads,Search,Healthcare,India,139648,4398,0.0315,3.0,13194.0,347,38.02,82597.15,6.26,2024-05,0.07889949977262392,94.48040788267645,18.780616189176897,69403.15,0.8402608322442118,0.6691805555555554,Scale budget
2024-06-21,TikTok Ads,Search,Fintech,Germany,186434,8743,0.0469,1.65,14425.95,87,165.82,21530.58,1.49,2024-06,0.009950817797094818,77.37832155079009,2.4626078005261354,7104.630000000001,0.3299785700152992,0.2016111111111111,Reduce spend
2024-07-29,Google Ads,Search,Fintech,Germany,63001,3181,0.0505,1.48,4707.88,94,50.08,3324.55,0.71,2024-07,0.02955045583149953,74.72706782432024,1.0451273184533165,-1383.33,-0.4160954114090628,0.29470833333333335,Reduce spend
2024-04-12,Meta Ads,Shopping,E-commerce,UK,132343,3507,0.0265,1.14,3997.98,238,16.8,17184.94,4.3,2024-04,0.06786427145708583,30.209229048759664,4.90018249215854,13186.96,0.7673556032200287,0.5998611111111111,Monitor / test
2024-06-19,Google Ads,Shopping,Healthcare,UK,172570,3692,0.0214,2.16,7974.72,53,150.47,15699.11,1.97,2024-06,0.014355362946912243,46.211508373413686,4.252196641386782,7724.39,0.4920272550482161,0.1336111111111111,Reduce spend
2024-04-09,Google Ads,Video,Fintech,UAE,196510,10316,0.0525,2.0,20632.0,282,73.16,66245.27,3.21,2024-04,0.02733617681271811,104.99211236069411,6.421604303993797,45613.270000000004,0.6885513486472318,0.3879444444444444,Monitor / test
2024-05-13,Google Ads,Display,EdTech,Canada,140875,6818,0.0484,2.25,15340.5,142,108.03,28774.25,1.88,2024-05,0.020827222059254913,108.8944099378882,4.22033587562335,13433.75,0.4668670773347698,0.2793333333333334,Reduce spend
2024-08-02,TikTok Ads,Shopping,SaaS,USA,50955,3892,0.0764,1.27,4942.84,224,22.07,60995.17,12.34,2024-08,0.05755395683453238,97.00402315768817,15.671934737923946,56052.33,0.9189634195625654,0.8054027777777778,Scale budget
2024-10-19,Google Ads,Search,Fintech,USA,103991,3067,0.0295,2.59,7943.53,142,55.94,36045.3,4.54,2024-10,0.04629931529181611,76.38670654191228,11.752624714704924,28101.770000000004,0.779623695738418,0.444125,Monitor / test
2024-10-25,Google Ads,Video,EdTech,Germany,22637,876,0.0387,1.22,1068.72,16,66.8,2623.14,2.45,2024-10,0.0182648401826484,47.2112028979105,2.9944520547945204,1554.4199999999998,0.5925798851757816,0.27920833333333334,Reduce spend
2024-12-20,Meta Ads,Display,Fintech,Canada,86099,2910,0.0338,2.19,6372.9,194,32.85,39485.52,6.2,2024-12,0.06666666666666667,74.01828128085111,13.568907216494845,33112.619999999995,0.8386015936981455,0.6366527777777778,Monitor / test
2024-11-08,Meta Ads,Display,Fintech,UAE,181950,2401,0.0132,0.67,1608.67,168,9.58,30028.61,18.67,2024-11,0.06997084548104957,8.841275075570213,12.506709704289879,28419.940000000002,0.9464287557765745,0.7346666666666667,Scale budget
2024-06-11,Meta Ads,Video,E-commerce,Australia,102229,2146,0.021,0.61,1309.06,52,25.17,14121.79,10.79,2024-06,0.024231127679403542,12.805172700505727,6.580517241379311,12812.730000000001,0.907302119632143,0.4808333333333333,Monitor / test
2024-09-22,TikTok Ads,Video,SaaS,Germany,53167,2536,0.0477,0.44,1115.84,145,7.7,11216.46,10.05,2024-09,0.05717665615141956,20.98745462410894,4.422894321766561,10100.619999999999,0.9005176321227909,0.7690555555555555,Scale budget
2024-05-06,Meta Ads,Shopping,SaaS,Canada,10177,413,0.0406,1.85,764.05,16,47.75,4058.36,5.31,2024-05,0.0387409200968523,75.07615210769382,9.826537530266345,3294.3100000000004,0.8117342966124248,0.49501388888888886,Monitor / test
2024-12-08,Meta Ads,Shopping,E-commerce,Canada,67714,738,0.0109,1.11,819.18,17,48.19,1445.84,1.76,2024-12,0.023035230352303523,12.097645981628615,1.959132791327913,626.66,0.4334227853704421,0.17530555555555555,Reduce spend
2024-10-23,Google Ads,Shopping,Fintech,UK,51032,3036,0.0595,2.23,6770.28,195,34.72,18761.36,2.77,2024-10,0.06422924901185771,132.66734597899358,6.179631093544137,11991.080000000002,0.6391370348418239,0.5904166666666667,Monitor / test
2024-08-11,TikTok Ads,Display,SaaS,USA,68474,4923,0.0719,0.47,2313.81,198,11.69,32574.4,14.08,2024-08,0.04021937842778794,33.79107398428601,6.6167783871623,30260.59,0.928968453755096,0.7693888888888889,Scale budget
2024-08-12,TikTok Ads,Video,SaaS,Australia,12838,784,0.0611,0.42,329.28,56,5.88,2887.05,8.77,2024-08,0.07142857142857142,25.64885496183206,3.6824617346938777,2557.7700000000004,0.8859458616927315,0.8592916666666666,Scale budget
2024-06-05,Google Ads,Display,Healthcare,UK,151595,9262,0.0611,1.76,16301.12,572,28.5,85249.68,5.23,2024-06,0.06175771971496437,107.53072330881626,9.204240984668537,68948.56,0.808783798367337,0.6887638888888888,Scale budget
2024-04-11,TikTok Ads,Video,E-commerce,Germany,38799,1303,0.0336,0.33,429.99,51,8.43,4095.81,9.53,2024-04,0.039140445126630855,11.082502126343464,3.1433691481197235,3665.8199999999997,0.8950171028441261,0.6370416666666667,Monitor / test
2024-06-23,Google Ads,Video,SaaS,Australia,121565,2601,0.0214,2.04,5306.04,176,30.15,34156.84,6.44,2024-06,0.06766628219915417,43.647760457368484,13.132195309496346,28850.799999999996,0.844656590012425,0.5946388888888888,Monitor / test
2024-09-11,Meta Ads,Display,E-commerce,Canada,38762,1007,0.026,0.68,684.76,16,42.8,3871.2,5.65,2024-09,0.015888778550148957,17.66575512099479,3.84428997020854,3186.4399999999996,0.8231142798098781,0.3494305555555555,Monitor / test
2024-02-18,Meta Ads,Search,E-commerce,India,32410,693,0.0214,1.79,1240.47,21,59.07,678.51,0.55,2024-02,0.030303030303030304,38.27429805615551,0.9790909090909091,-561.96,-0.8282265552460539,0.1600138888888889,Reduce spend
2024-03-29,TikTok Ads,Video,EdTech,Australia,134132,4694,0.035,0.82,3849.08,306,12.58,52932.5,13.75,2024-03,0.0651896037494674,28.696209703873798,11.276629740093737,49083.42,0.9272832380862419,0.7797916666666665,Scale budget
2024-01-28,Google Ads,Display,E-commerce,Australia,38005,1489,0.0392,1.51,2248.39,79,28.46,23043.93,10.25,2024-01,0.05305574210879785,59.16037363504802,15.476111484217595,20795.54,0.9024302712254377,0.6727777777777777,Scale budget
2024-01-15,Google Ads,Search,E-commerce,India,91348,2914,0.0319,1.73,5041.22,98,51.44,14981.67,2.97,2024-01,0.033630748112560054,55.186977273722476,5.14127316403569,9940.45,0.6635074727984264,0.34729166666666667,Monitor / test
2024-08-22,Google Ads,Display,E-commerce,UK,87607,3661,0.0418,3.15,11532.15,106,108.79,31383.75,2.72,2024-08,0.02895383774924884,131.63502916433617,8.572452881726305,19851.6,0.6325439120563986,0.33118055555555553,Monitor / test
2024-02-01,TikTok Ads,Shopping,Fintech,India,95288,7108,0.0746,0.51,3625.08,454,7.98,132401.61,36.52,2024-02,0.0638716938660664,38.04340525564604,18.627125773776026,128776.52999999998,0.9726205746289641,0.9143611111111112,Scale budget
2024-09-28,TikTok Ads,Video,Healthcare,UK,68620,3602,0.0525,0.48,1728.96,134,12.9,22980.94,13.29,2024-09,0.03720155469183787,25.196152725153016,6.380049972237646,21251.98,0.9247654795669803,0.7159583333333334,Scale budget
2024-07-06,TikTok Ads,Video,Healthcare,Australia,95975,3848,0.0401,1.78,6849.44,66,103.78,6246.82,0.91,2024-07,0.017151767151767153,71.36691846835112,1.6233939708939709,-602.6199999999999,-0.09646828306242215,0.18615277777777778,Reduce spend
2024-12-12,Google Ads,Shopping,SaaS,Canada,162064,5607,0.0346,2.42,13568.94,77,176.22,8174.03,0.6,2024-12,0.01373283395755306,83.72581202487906,1.4578259318708757,-5394.910000000001,-0.6600061414014875,0.12238888888888891,Reduce spend
2024-05-18,Meta Ads,Search,Fintech,USA,57712,848,0.0147,0.9,763.2,64,11.93,2136.83,2.8,2024-05,0.07547169811320754,13.224286110341003,2.5198466981132075,1373.6299999999999,0.6428354150774745,0.5456388888888888,Monitor / test
2024-06-29,Meta Ads,Shopping,Fintech,Germany,147412,3670,0.0249,1.17,4293.9,162,26.51,38717.46,9.02,2024-06,0.044141689373297,29.128564838683417,10.549716621253406,34423.56,0.8890965471391976,0.5600277777777778,Monitor / test
2024-02-06,Google Ads,Display,E-commerce,UAE,79525,2298,0.0289,1.58,3630.84,119,30.51,21777.03,6.0,2024-02,0.05178416013925152,45.65658597925181,9.476514360313315,18146.19,0.833272030207976,0.5481111111111111,Monitor / test
2024-04-18,Meta Ads,Shopping,E-commerce,UK,78480,1389,0.0177,1.69,2347.41,19,123.55,2972.32,1.27,2024-04,0.013678905687544997,29.910932721712534,2.139899208063355,624.9100000000003,0.21024317704688603,0.08577777777777777,Reduce spend
2024-03-11,TikTok Ads,Display,SaaS,UK,165232,7617,0.0461,0.77,5865.09,601,9.76,102707.85,17.51,2024-03,0.0789024550347906,35.49609034569575,13.484029145332808,96842.76000000001,0.9428954067288917,0.903,Scale budget
2024-05-18,Google Ads,Display,SaaS,UAE,13294,583,0.0439,1.38,804.54,46,17.49,11553.7,14.36,2024-05,0.07890222984562607,60.51903114186851,19.817667238421958,10749.16,0.9303651644062074,0.8663194444444444,Scale budget
2024-11-16,Meta Ads,Video,EdTech,UK,55333,852,0.0154,1.05,894.6,66,13.55,12295.52,13.74,2024-11,0.07746478873239436,16.167567274501653,14.431361502347418,11400.92,0.927241792132419,0.7461388888888889,Scale budget
2024-09-24,Meta Ads,Display,Fintech,UK,177027,6160,0.0348,1.23,7576.8,220,34.44,59390.91,7.84,2024-09,0.03571428571428571,42.800250809198594,9.641381493506493,51814.11,0.8724249215915364,0.5336666666666667,Monitor / test
2024-11-10,Meta Ads,Search,E-commerce,USA,21679,448,0.0207,0.89,398.72,31,12.86,3556.66,8.92,2024-11,0.06919642857142858,18.391992250565064,7.938973214285714,3157.9399999999996,0.8878948226707079,0.6868333333333332,Scale budget
2024-07-09,Google Ads,Search,Healthcare,UK,18601,706,0.038,2.0,1412.0,54,26.15,3302.39,2.34,2024-07,0.0764872521246459,75.90989731734852,4.677606232294617,1890.3899999999999,0.5724308758202392,0.5885138888888889,Monitor / test
2024-11-29,Google Ads,Shopping,Healthcare,UAE,146583,2990,0.0204,1.61,4813.9,114,42.23,8660.28,1.8,2024-11,0.03812709030100334,32.840779626559694,2.8964147157190636,3846.380000000001,0.44414037421422875,0.27394444444444443,Reduce spend
2024-11-17,Google Ads,Shopping,Fintech,Australia,46745,2140,0.0458,3.44,7361.6,38,193.73,5289.97,0.72,2024-11,0.017757009345794394,157.48422291154134,2.471948598130841,-2071.63,-0.3916146972478105,0.18656944444444443,Reduce spend
2024-12-09,Google Ads,Display,E-commerce,Canada,39505,2251,0.057,3.06,6888.06,149,46.23,30920.99,4.49,2024-12,0.06619280319857841,174.35919503860273,13.736557085739673,24032.93,0.7772367572965807,0.6425833333333333,Monitor / test
2024-03-11,Google Ads,Shopping,Healthcare,Germany,179342,4071,0.0227,2.26,9200.46,195,47.18,30682.52,3.33,2024-03,0.047899778924097275,51.30120105719797,7.536850896585606,21482.06,0.700140014575074,0.38031944444444443,Monitor / test
2024-10-27,Google Ads,Video,Fintech,UAE,75410,3039,0.0403,0.95,2887.05,239,12.08,29467.42,10.21,2024-10,0.07864429088515959,38.28471025062989,9.696419874958867,26580.37,0.9020256948182094,0.8349444444444445,Scale budget
2024-06-28,Google Ads,Search,Healthcare,UAE,83488,4049,0.0485,1.15,4656.35,45,103.47,2103.0,0.45,2024-06,0.01111385527290689,55.77268589497893,0.5193875030871821,-2553.3500000000004,-1.21414645744175,0.17094444444444445,Reduce spend
2024-12-26,TikTok Ads,Display,SaaS,USA,149143,5175,0.0347,0.53,2742.75,140,19.59,11705.28,4.27,2024-12,0.02705314009661836,18.390068591888323,2.261889855072464,8962.53,0.7656826662839334,0.4566527777777778,Monitor / test
2024-11-21,Meta Ads,Shopping,Fintech,Australia,52743,1207,0.0229,1.93,2329.51,90,25.88,11281.65,4.84,2024-11,0.07456503728251865,44.167188062870906,9.34685169842585,8952.14,0.7935133601911067,0.6025277777777777,Monitor / test
2024-04-19,Meta Ads,Shopping,Healthcare,UK,92091,3342,0.0363,1.48,4946.16,145,34.11,37976.42,7.68,2024-04,0.04338719329742669,53.70948301136919,11.363381208856971,33030.259999999995,0.8697570755747908,0.5686666666666667,Monitor / test
2024-04-14,TikTok Ads,Video,Healthcare,USA,118687,10586,0.0892,0.75,7939.5,635,12.5,88046.75,11.09,2024-04,0.05998488569809182,66.89443662743182,8.317282259588135,80107.25,0.9098263138616701,0.8397222222222223,Scale budget
2024-10-25,Google Ads,Video,EdTech,UAE,195664,6378,0.0326,2.6,16582.8,312,53.15,33814.66,2.04,2024-10,0.04891815616180621,84.75141058140485,5.301765443712763,17231.860000000004,0.5095973166667949,0.3708194444444445,Monitor / test
2024-09-26,TikTok Ads,Search,EdTech,India,89946,5162,0.0574,0.63,3252.06,349,9.32,87393.19,26.87,2024-09,0.06760945370011623,36.15569341604963,16.93010267338241,84141.13,0.9627881760581116,0.8984999999999999,Scale budget
2024-12-05,TikTok Ads,Search,EdTech,India,170529,11766,0.069,1.48,17413.68,695,25.06,102403.13,5.88,2024-12,0.05906850246472888,102.1156518832574,8.703308686044535,84989.45000000001,0.8299497290756641,0.7139166666666666,Scale budget
2024-01-03,Meta Ads,Display,Fintech,Canada,129750,2452,0.0189,1.09,2672.68,93,28.74,23770.39,8.89,2024-01,0.03792822185970636,20.59868978805395,9.69428629690049,21097.71,0.8875626356992881,0.4990555555555555,Monitor / test
2024-01-22,Meta Ads,Display,Healthcare,USA,197882,5144,0.026,0.81,4166.64,299,13.94,68061.76,16.33,2024-01,0.05812597200622084,21.056184999140903,13.231290824261274,63895.119999999995,0.9387814831705792,0.7102083333333334,Scale budget
2024-06-06,Google Ads,Display,E-commerce,Australia,58266,2651,0.0455,1.22,3234.22,103,31.4,3487.43,1.08,2024-06,0.038853262919652964,55.50784333916864,1.3155149000377215,253.21000000000004,0.07260647525541733,0.370125,Monitor / test
2024-09-01,Meta Ads,Search,E-commerce,USA,98699,2171,0.022,2.22,4819.62,92,52.39,5066.63,1.05,2024-09,0.04237678489175495,48.83149778619844,2.3337770612620914,247.01000000000022,0.04875232649709969,0.2422638888888889,Reduce spend
2024-01-18,TikTok Ads,Video,EdTech,UK,172820,5512,0.0319,1.5,8268.0,229,36.1,38190.22,4.62,2024-01,0.041545718432510884,47.84168499016317,6.9285595065312044,29922.22,0.7835047821143738,0.4700416666666667,Monitor / test
2024-11-30,Google Ads,Shopping,EdTech,UK,61902,2599,0.042,2.92,7589.08,160,47.43,43994.91,5.8,2024-11,0.06156213928434013,122.59830053956253,16.927629857637555,36405.83,0.8275009540876433,0.6116527777777777,Monitor / test
2024-07-20,TikTok Ads,Shopping,EdTech,UAE,148573,8706,0.0586,1.77,15409.62,643,23.97,163989.09,10.64,2024-07,0.07385711003905353,103.717499141836,18.83633011716058,148579.47,0.9060326513184506,0.8381527777777777,Scale budget
2024-11-06,Meta Ads,Shopping,EdTech,Germany,149654,6689,0.0447,1.29,8628.81,262,32.93,10578.46,1.23,2024-11,0.03916878457168486,57.65839870634931,1.5814710719091043,1949.6499999999996,0.18430376444208324,0.3743611111111111,Monitor / test
2024-01-24,Meta Ads,Search,Healthcare,India,191478,6414,0.0335,1.57,10069.98,236,42.67,56534.15,5.61,2024-01,0.03679451200498909,52.590793720427406,8.814179918927346,46464.17,0.8218779268813629,0.4722222222222222,Monitor / test
2024-05-01,Meta Ads,Search,E-commerce,Canada,7196,287,0.04,2.21,634.27,10,63.43,693.26,1.09,2024-05,0.03484320557491289,88.1420233463035,2.4155400696864113,58.99000000000001,0.08509073075036784,0.28756944444444443,Reduce spend
2024-11-14,Google Ads,Display,Healthcare,India,30757,1202,0.0391,3.26,3918.52,60,65.31,5647.0,1.44,2024-11,0.04991680532445923,127.40254251064798,4.6980033277870215,1728.48,0.30608818841862934,0.36694444444444446,Monitor / test
2024-04-11,Google Ads,Display,Healthcare,Canada,17578,330,0.0188,3.07,1013.1,20,50.66,3553.78,3.51,2024-04,0.06060606060606061,57.63454317897372,10.769030303030304,2540.6800000000003,0.7149232648053622,0.4232916666666667,Monitor / test
2024-02-02,Google Ads,Display,E-commerce,USA,65530,2018,0.0308,2.81,5670.58,117,48.47,12114.63,2.14,2024-02,0.05797819623389495,86.5341065160995,6.00328543111992,6444.049999999999,0.5319229724721266,0.4133055555555556,Monitor / test
2024-09-18,TikTok Ads,Search,SaaS,UK,89403,5578,0.0624,1.48,8255.44,414,19.94,80503.15,9.75,2024-09,0.0742201505916099,92.33963066116351,14.4322606669057,72247.70999999999,0.8974519630598305,0.8498888888888888,Scale budget
2024-06-09,TikTok Ads,Shopping,E-commerce,Australia,161904,4339,0.0268,1.05,4555.95,178,25.6,22405.85,4.92,2024-06,0.04102327725282323,28.13982359916988,5.163828070984097,17849.899999999998,0.7966624787722849,0.4785277777777778,Monitor / test
2024-09-08,Meta Ads,Video,EdTech,Canada,27036,708,0.0262,1.67,1182.36,12,98.53,1538.26,1.3,2024-09,0.01694915254237288,43.73280071016422,2.172683615819209,355.9000000000001,0.23136530885546014,0.1455,Reduce spend
2024-06-08,Meta Ads,Shopping,SaaS,UK,12712,212,0.0167,1.7,360.4,9,40.04,375.03,1.04,2024-06,0.04245283018867924,28.351164254247955,1.769009433962264,14.629999999999995,0.039010212516332014,0.24381944444444448,Reduce spend
2024-02-10,Google Ads,Shopping,E-commerce,UAE,24198,1214,0.0502,1.35,1638.9,60,27.32,11611.94,7.09,2024-02,0.04942339373970346,67.72873791222415,9.56502471169687,9973.04,0.8588607932869099,0.6516388888888889,Monitor / test
2024-07-31,Google Ads,Display,SaaS,India,80324,2337,0.0291,2.99,6987.63,50,139.75,12463.37,1.78,2024-07,0.02139495079161318,86.99305313480404,5.33306375695336,5475.740000000001,0.43934666145673285,0.19306944444444446,Reduce spend
2024-04-22,Google Ads,Search,SaaS,Germany,160525,6003,0.0374,1.67,10025.01,106,94.58,12306.27,1.23,2024-04,0.01765783774779277,62.451393863884135,2.050019990004998,2281.26,0.1853737972594458,0.19897222222222222,Reduce spend
2024-02-27,Google Ads,Display,Fintech,Germany,104821,4224,0.0403,1.36,5744.64,307,18.71,89314.07,15.55,2024-02,0.07267992424242424,54.804285400826174,21.144429450757578,83569.43000000001,0.9356804588571543,0.826361111111111,Scale budget
2024-10-03,Google Ads,Video,Healthcare,India,48118,1616,0.0336,3.66,5914.56,129,45.85,28604.24,4.84,2024-10,0.07982673267326733,122.91782700860387,17.700643564356437,22689.68,0.7932278571288731,0.6345555555555555,Monitor / test
2024-02-06,TikTok Ads,Display,SaaS,Australia,53709,2868,0.0534,0.89,2552.52,222,11.5,47503.54,18.61,2024-02,0.07740585774058577,47.52499581075797,16.563298465829845,44951.020000000004,0.9462667413839053,0.91775,Scale budget
2024-02-14,Google Ads,Display,Healthcare,UK,25497,1142,0.0448,1.84,2101.28,75,28.02,18551.01,8.83,2024-02,0.06567425569176882,82.4128328822999,16.244316987740802,16449.73,0.8867296174170571,0.7339583333333333,Scale budget
2024-08-26,TikTok Ads,Display,Fintech,UAE,178782,7705,0.0431,1.28,9862.4,352,28.02,30909.61,3.13,2024-08,0.04568462037637897,55.16439015113378,4.0116301103179755,21047.21,0.6809277114787278,0.497,Monitor / test
