TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location,Month,DayOfWeek,Hour,ai_risk_score,ai_risk_level,ai_intervention
499,25.41,1276,2022-01-21 18:00:00,2733,0,60.61,0.2561,Travel,Customer 1276,31,Address 1276,4961.93,2022-10-03,0,Merchant 2733,Location 2733,2022-01,Friday,18,0.1605,Low Risk,No action
500,67.29,1441,2022-01-21 19:00:00,2187,0,21.64,0.0937,Food,Customer 1441,37,Address 1441,7268.83,2023-03-17,0,Merchant 2187,Location 2187,2022-01,Friday,19,0.0754,Low Risk,No action
501,91.69,1618,2022-01-21 20:00:00,2904,0,80.56,0.3759,Travel,Customer 1618,27,Address 1618,6741.43,2023-09-10,0,Merchant 2904,Location 2904,2022-01,Friday,20,0.1954,Low Risk,No action
502,77.46,1484,2022-01-21 21:00:00,2080,0,87.96,0.9546,Retail,Customer 1484,21,Address 1484,8149.31,2023-04-29,0,Merchant 2080,Location 2080,2022-01,Friday,21,0.4058,Medium Risk,Monitor
503,45.16,1655,2022-01-21 22:00:00,2127,0,72.76,0.6786,Online,Customer 1655,50,Address 1655,2152.99,2023-10-17,0,Merchant 2127,Location 2127,2022-01,Friday,22,0.3638,Medium Risk,Monitor
504,93.5,1025,2022-01-21 23:00:00,2128,0,10.91,0.5715,Other,Customer 1025,18,Address 1025,4450.39,2022-01-25,0,Merchant 2128,Location 2128,2022-01,Friday,23,0.2952,Low Risk,No action
505,53.93,1794,2022-01-22 00:00:00,2984,0,41.79,0.4852,Travel,Customer 1794,48,Address 1794,8336.54,2024-03-04,0,Merchant 2984,Location 2984,2022-01,Saturday,0,0.2179,Low Risk,No action
506,81.71,1295,2022-01-22 01:00:00,2857,0,88.9,0.5392,Other,Customer 1295,60,Address 1295,5483.47,2022-10-22,0,Merchant 2857,Location 2857,2022-01,Saturday,1,0.2747,Low Risk,No action
507,59.46,1741,2022-01-22 02:00:00,2991,0,77.98,0.7512,Travel,Customer 1741,33,Address 1741,9992.5,2024-01-11,0,Merchant 2991,Location 2991,2022-01,Saturday,2,0.3036,Medium Risk,Monitor
508,14.14,1266,2022-01-22 03:00:00,2772,0,91.66,0.2107,Online,Customer 1266,50,Address 1266,1773.81,2022-09-23,0,Merchant 2772,Location 2772,2022-01,Saturday,3,0.1794,Low Risk,No action
509,61.48,1600,2022-01-22 04:00:00,2208,0,56.0,0.6863,Other,Customer 1600,55,Address 1600,9402.34,2023-08-23,0,Merchant 2208,Location 2208,2022-01,Saturday,4,0.2834,Low Risk,No action
510,56.79,1825,2022-01-22 05:00:00,2315,0,23.45,0.906,Other,Customer 1825,54,Address 1825,4886.01,2024-04-04,0,Merchant 2315,Location 2315,2022-01,Saturday,5,0.426,Medium Risk,Monitor
511,54.79,1174,2022-01-22 06:00:00,2007,0,29.49,0.2556,Other,Customer 1174,27,Address 1174,9301.24,2022-06-23,0,Merchant 2007,Location 2007,2022-01,Saturday,6,0.11,Low Risk,No action
512,23.52,1792,2022-01-22 07:00:00,2096,0,42.09,0.3582,Travel,Customer 1792,28,Address 1792,7699.46,2024-03-02,0,Merchant 2096,Location 2096,2022-01,Saturday,7,0.1763,Low Risk,No action
513,57.82,1613,2022-01-22 08:00:00,2867,0,64.97,0.6472,Food,Customer 1613,21,Address 1613,8486.46,2023-09-05,0,Merchant 2867,Location 2867,2022-01,Saturday,8,0.2786,Low Risk,No action
514,47.31,1562,2022-01-22 09:00:00,2841,0,21.8,0.6932,Travel,Customer 1562,43,Address 1562,9938.92,2023-07-16,0,Merchant 2841,Location 2841,2022-01,Saturday,9,0.281,Low Risk,No action
515,25.04,1265,2022-01-22 10:00:00,2268,0,45.53,0.8926,Food,Customer 1265,47,Address 1265,7502.56,2022-09-22,0,Merchant 2268,Location 2268,2022-01,Saturday,10,0.3915,Medium Risk,Monitor
516,19.74,1360,2022-01-22 11:00:00,2352,0,74.37,0.3344,Travel,Customer 1360,55,Address 1360,6839.03,2022-12-26,0,Merchant 2352,Location 2352,2022-01,Saturday,11,0.1767,Low Risk,No action
517,63.15,1356,2022-01-22 12:00:00,2372,0,19.51,0.1733,Retail,Customer 1356,44,Address 1356,7927.59,2022-12-22,0,Merchant 2372,Location 2372,2022-01,Saturday,12,0.0945,Low Risk,No action
518,77.02,1352,2022-01-22 13:00:00,2444,0,58.72,0.6303,Other,Customer 1352,20,Address 1352,8130.74,2022-12-18,0,Merchant 2444,Location 2444,2022-01,Saturday,13,0.2759,Low Risk,No action
519,42.6,1697,2022-01-22 14:00:00,2038,1,49.42,0.3251,Other,Customer 1697,59,Address 1697,6865.65,2023-11-28,0,Merchant 2038,Location 2038,2022-01,Saturday,14,0.4698,Medium Risk,Monitor
520,98.59,1050,2022-01-22 15:00:00,2933,0,45.51,0.6239,Online,Customer 1050,57,Address 1050,7921.75,2022-02-19,0,Merchant 2933,Location 2933,2022-01,Saturday,15,0.2755,Low Risk,No action
521,29.32,1604,2022-01-22 16:00:00,2415,0,72.13,0.5216,Food,Customer 1604,36,Address 1604,4470.14,2023-08-27,0,Merchant 2415,Location 2415,2022-01,Saturday,16,0.2795,Low Risk,No action
522,26.18,1608,2022-01-22 17:00:00,2705,0,65.68,0.9339,Food,Customer 1608,28,Address 1608,4084.72,2023-08-31,0,Merchant 2705,Location 2705,2022-01,Saturday,17,0.4454,Medium Risk,Monitor
523,10.93,1318,2022-01-22 18:00:00,2090,0,77.92,0.165,Other,Customer 1318,61,Address 1318,3354.52,2022-11-14,0,Merchant 2090,Location 2090,2022-01,Saturday,18,0.1433,Low Risk,No action
524,53.8,1503,2022-01-22 19:00:00,2101,0,66.32,0.2525,Retail,Customer 1503,37,Address 1503,4370.43,2023-05-18,0,Merchant 2101,Location 2101,2022-01,Saturday,19,0.167,Low Risk,No action
525,28.33,1029,2022-01-22 20:00:00,2954,0,51.66,0.439,Travel,Customer 1029,37,Address 1029,8467.12,2022-01-29,0,Merchant 2954,Location 2954,2022-01,Saturday,20,0.2006,Low Risk,No action
526,76.27,1052,2022-01-22 21:00:00,2066,0,45.9,0.1433,Food,Customer 1052,38,Address 1052,7224.63,2022-02-21,0,Merchant 2066,Location 2066,2022-01,Saturday,21,0.0943,Low Risk,No action
527,39.83,1111,2022-01-22 22:00:00,2670,0,99.17,0.2726,Other,Customer 1111,32,Address 1111,7980.85,2022-04-21,0,Merchant 2670,Location 2670,2022-01,Saturday,22,0.1355,Low Risk,No action
528,70.01,1501,2022-01-22 23:00:00,2200,0,75.63,0.7471,Travel,Customer 1501,48,Address 1501,2342.87,2023-05-16,0,Merchant 2200,Location 2200,2022-01,Saturday,23,0.3899,Medium Risk,Monitor
529,89.72,1828,2022-01-23 00:00:00,2833,0,29.5,0.6646,Food,Customer 1828,62,Address 1828,2077.51,2024-04-07,0,Merchant 2833,Location 2833,2022-01,Sunday,0,0.3587,Medium Risk,Monitor
530,27.25,1231,2022-01-23 01:00:00,2203,0,32.13,0.3018,Online,Customer 1231,63,Address 1231,1631.06,2022-08-19,0,Merchant 2203,Location 2203,2022-01,Sunday,1,0.22,Low Risk,No action
531,42.28,1978,2022-01-23 02:00:00,2255,0,67.39,0.331,Retail,Customer 1978,51,Address 1978,7710.8,2024-09-04,0,Merchant 2255,Location 2255,2022-01,Sunday,2,0.1638,Low Risk,No action
532,57.14,1496,2022-01-23 03:00:00,2359,0,28.47,0.4692,Other,Customer 1496,34,Address 1496,8472.42,2023-05-11,0,Merchant 2359,Location 2359,2022-01,Sunday,3,0.2125,Low Risk,No action
533,81.5,1629,2022-01-23 04:00:00,2660,0,36.29,0.5016,Food,Customer 1629,33,Address 1629,2866.8,2023-09-21,0,Merchant 2660,Location 2660,2022-01,Sunday,4,0.2883,Low Risk,No action
534,49.11,1477,2022-01-23 05:00:00,2489,0,21.97,0.2641,Other,Customer 1477,31,Address 1477,4219.36,2023-04-22,0,Merchant 2489,Location 2489,2022-01,Sunday,5,0.174,Low Risk,No action
535,42.02,1425,2022-01-23 06:00:00,2499,0,76.87,0.2722,Online,Customer 1425,56,Address 1425,6441.93,2023-03-01,0,Merchant 2499,Location 2499,2022-01,Sunday,6,0.155,Low Risk,No action
536,80.52,1837,2022-01-23 07:00:00,2538,0,97.24,0.9182,Food,Customer 1837,29,Address 1837,2223.17,2024-04-16,0,Merchant 2538,Location 2538,2022-01,Sunday,7,0.4602,Medium Risk,Monitor
537,95.22,1954,2022-01-23 08:00:00,2553,0,44.08,0.4595,Other,Customer 1954,46,Address 1954,1418.0,2024-08-11,0,Merchant 2553,Location 2553,2022-01,Sunday,8,0.2876,Low Risk,No action
538,77.12,1146,2022-01-23 09:00:00,2308,0,28.86,0.1914,Food,Customer 1146,23,Address 1146,4750.73,2022-05-26,0,Merchant 2308,Location 2308,2022-01,Sunday,9,0.1375,Low Risk,No action
539,59.59,1591,2022-01-23 10:00:00,2830,0,80.18,0.1822,Food,Customer 1591,36,Address 1591,7962.41,2023-08-14,0,Merchant 2830,Location 2830,2022-01,Sunday,10,0.0973,Low Risk,No action
540,44.13,1764,2022-01-23 11:00:00,2684,0,22.03,0.5852,Online,Customer 1764,49,Address 1764,7695.15,2024-02-03,0,Merchant 2684,Location 2684,2022-01,Sunday,11,0.2627,Low Risk,No action
541,69.24,1510,2022-01-23 12:00:00,2934,0,80.32,0.4805,Other,Customer 1510,53,Address 1510,7685.51,2023-05-25,0,Merchant 2934,Location 2934,2022-01,Sunday,12,0.225,Low Risk,No action
542,44.09,1382,2022-01-23 13:00:00,2657,0,77.24,0.5685,Food,Customer 1382,40,Address 1382,2896.26,2023-01-17,0,Merchant 2657,Location 2657,2022-01,Sunday,13,0.3113,Medium Risk,Monitor
543,99.78,1439,2022-01-23 14:00:00,2379,0,49.85,0.832,Travel,Customer 1439,47,Address 1439,8557.61,2023-03-15,0,Merchant 2379,Location 2379,2022-01,Sunday,14,0.3542,Medium Risk,Monitor
544,52.99,1955,2022-01-23 15:00:00,2643,0,20.3,0.4768,Retail,Customer 1955,34,Address 1955,9288.36,2024-08-12,0,Merchant 2643,Location 2643,2022-01,Sunday,15,0.2034,Low Risk,No action
545,68.37,1016,2022-01-23 16:00:00,2264,0,46.79,0.8104,Other,Customer 1016,22,Address 1016,8612.86,2022-01-16,0,Merchant 2264,Location 2264,2022-01,Sunday,16,0.3444,Medium Risk,Monitor
546,12.3,1460,2022-01-23 17:00:00,2784,0,71.11,0.8271,Travel,Customer 1460,29,Address 1460,5363.92,2023-04-05,0,Merchant 2784,Location 2784,2022-01,Sunday,17,0.3879,Medium Risk,Monitor
547,98.65,1073,2022-01-23 18:00:00,2365,0,14.02,0.3062,Food,Customer 1073,56,Address 1073,2392.92,2022-03-14,0,Merchant 2365,Location 2365,2022-01,Sunday,18,0.214,Low Risk,No action
548,85.31,1814,2022-01-23 19:00:00,2515,0,76.13,0.4135,Retail,Customer 1814,28,Address 1814,6484.65,2024-03-24,0,Merchant 2515,Location 2515,2022-01,Sunday,19,0.2152,Low Risk,No action
549,21.03,1660,2022-01-23 20:00:00,2028,1,25.07,0.3586,Food,Customer 1660,34,Address 1660,6435.39,2023-10-22,0,Merchant 2028,Location 2028,2022-01,Sunday,20,0.4942,Medium Risk,Monitor
550,82.0,1204,2022-01-23 21:00:00,2329,0,31.61,0.9528,Food,Customer 1204,45,Address 1204,3152.25,2022-07-23,0,Merchant 2329,Location 2329,2022-01,Sunday,21,0.4612,Medium Risk,Monitor
551,82.16,1897,2022-01-23 22:00:00,2823,0,64.56,0.7648,Food,Customer 1897,27,Address 1897,2518.74,2024-06-15,0,Merchant 2823,Location 2823,2022-01,Sunday,22,0.3962,Medium Risk,Monitor
552,30.56,1260,2022-01-23 23:00:00,2325,0,42.93,0.8539,Retail,Customer 1260,64,Address 1260,4878.42,2022-09-17,0,Merchant 2325,Location 2325,2022-01,Sunday,23,0.405,Medium Risk,Monitor
553,52.7,1507,2022-01-24 00:00:00,2126,1,35.57,0.289,Food,Customer 1507,39,Address 1507,4994.36,2023-05-22,1,Merchant 2126,Location 2126,2022-01,Monday,0,0.6773,High Risk,Immediate review
554,66.54,1119,2022-01-24 01:00:00,2309,0,22.58,0.2029,Retail,Customer 1119,61,Address 1119,6254.4,2022-04-29,0,Merchant 2309,Location 2309,2022-01,Monday,1,0.1288,Low Risk,No action
555,66.49,1141,2022-01-24 02:00:00,2140,0,14.6,0.145,Online,Customer 1141,28,Address 1141,4082.52,2022-05-21,0,Merchant 2140,Location 2140,2022-01,Monday,2,0.1298,Low Risk,No action
556,74.17,1822,2022-01-24 03:00:00,2730,0,55.25,0.2639,Retail,Customer 1822,44,Address 1822,8603.32,2024-04-01,0,Merchant 2730,Location 2730,2022-01,Monday,3,0.1222,Low Risk,No action
557,66.24,1307,2022-01-24 04:00:00,2301,0,58.85,0.7081,Food,Customer 1307,31,Address 1307,8449.54,2022-11-03,0,Merchant 2301,Location 2301,2022-01,Monday,4,0.3058,Medium Risk,Monitor
558,18.42,1176,2022-01-24 05:00:00,2743,0,57.22,0.066,Food,Customer 1176,20,Address 1176,5493.96,2022-06-25,0,Merchant 2743,Location 2743,2022-01,Monday,5,0.0856,Low Risk,No action
559,96.41,1634,2022-01-24 06:00:00,2570,0,98.8,0.0003,Food,Customer 1634,44,Address 1634,5302.39,2023-09-26,0,Merchant 2570,Location 2570,2022-01,Monday,6,0.0556,Low Risk,No action
560,37.37,1289,2022-01-24 07:00:00,2283,0,63.46,0.2512,Food,Customer 1289,31,Address 1289,9393.91,2022-10-16,0,Merchant 2283,Location 2283,2022-01,Monday,7,0.1066,Low Risk,No action
561,57.89,1923,2022-01-24 08:00:00,2791,0,49.09,0.3654,Other,Customer 1923,41,Address 1923,3340.64,2024-07-11,0,Merchant 2791,Location 2791,2022-01,Monday,8,0.2282,Low Risk,No action
562,65.14,1668,2022-01-24 09:00:00,2501,0,80.73,0.2612,Other,Customer 1668,47,Address 1668,7721.5,2023-10-30,0,Merchant 2501,Location 2501,2022-01,Monday,9,0.132,Low Risk,No action
563,50.95,1732,2022-01-24 10:00:00,2123,0,28.19,0.7625,Retail,Customer 1732,42,Address 1732,6497.37,2024-01-02,0,Merchant 2123,Location 2123,2022-01,Monday,10,0.3524,Medium Risk,Monitor
564,90.15,1666,2022-01-24 11:00:00,2879,0,28.08,0.2528,Online,Customer 1666,36,Address 1666,9674.06,2023-10-28,0,Merchant 2879,Location 2879,2022-01,Monday,11,0.104,Low Risk,No action
565,49.7,1624,2022-01-24 12:00:00,2212,0,71.23,0.6894,Food,Customer 1624,18,Address 1624,4741.81,2023-09-16,0,Merchant 2212,Location 2212,2022-01,Monday,12,0.3405,Medium Risk,Monitor
566,71.99,1786,2022-01-24 13:00:00,2559,0,12.95,0.4504,Other,Customer 1786,50,Address 1786,1656.96,2024-02-25,0,Merchant 2559,Location 2559,2022-01,Monday,13,0.2824,Low Risk,No action
567,39.18,1019,2022-01-24 14:00:00,2444,0,12.48,0.0545,Retail,Customer 1019,37,Address 1019,3797.73,2022-01-19,0,Merchant 2444,Location 2444,2022-01,Monday,14,0.1,Low Risk,No action
568,50.82,1978,2022-01-24 15:00:00,2112,0,66.0,0.8192,Online,Customer 1978,51,Address 1978,7710.8,2024-09-04,0,Merchant 2112,Location 2112,2022-01,Monday,15,0.3581,Medium Risk,Monitor
569,85.3,1655,2022-01-24 16:00:00,2922,0,73.61,0.1086,Food,Customer 1655,50,Address 1655,2152.99,2023-10-17,0,Merchant 2922,Location 2922,2022-01,Monday,16,0.1362,Low Risk,No action
570,80.9,1264,2022-01-24 17:00:00,2129,0,45.71,0.7706,Travel,Customer 1264,23,Address 1264,6025.0,2022-09-21,0,Merchant 2129,Location 2129,2022-01,Monday,17,0.361,Medium Risk,Monitor
571,55.7,1487,2022-01-24 18:00:00,2739,0,23.2,0.7073,Travel,Customer 1487,51,Address 1487,8466.09,2023-05-02,0,Merchant 2739,Location 2739,2022-01,Monday,18,0.3039,Medium Risk,Monitor
572,88.5,1219,2022-01-24 19:00:00,2008,0,23.83,0.6158,Online,Customer 1219,23,Address 1219,7649.65,2022-08-07,0,Merchant 2008,Location 2008,2022-01,Monday,19,0.2755,Low Risk,No action
573,75.89,1102,2022-01-24 20:00:00,2227,0,60.09,0.4324,Travel,Customer 1102,28,Address 1102,7398.46,2022-04-12,0,Merchant 2227,Location 2227,2022-01,Monday,20,0.212,Low Risk,No action
574,35.18,1799,2022-01-24 21:00:00,2970,0,95.83,0.171,Online,Customer 1799,24,Address 1799,4309.69,2024-03-09,0,Merchant 2970,Location 2970,2022-01,Monday,21,0.136,Low Risk,No action
575,62.98,1137,2022-01-24 22:00:00,2380,0,90.21,0.2414,Retail,Customer 1137,52,Address 1137,4843.33,2022-05-17,0,Merchant 2380,Location 2380,2022-01,Monday,22,0.1552,Low Risk,No action
576,97.05,1125,2022-01-24 23:00:00,2736,0,73.46,0.6123,Food,Customer 1125,58,Address 1125,8801.92,2022-05-05,0,Merchant 2736,Location 2736,2022-01,Monday,23,0.2586,Low Risk,No action
577,76.76,1051,2022-01-25 00:00:00,2601,0,86.65,0.0305,Other,Customer 1051,30,Address 1051,4620.92,2022-02-20,0,Merchant 2601,Location 2601,2022-01,Tuesday,0,0.0783,Low Risk,No action
578,62.17,1268,2022-01-25 01:00:00,2748,0,77.29,0.4535,Travel,Customer 1268,40,Address 1268,5840.97,2022-09-25,0,Merchant 2748,Location 2748,2022-01,Tuesday,1,0.2386,Low Risk,No action
579,28.5,1882,2022-01-25 02:00:00,2783,0,34.85,0.9256,Travel,Customer 1882,36,Address 1882,3608.81,2024-05-31,0,Merchant 2783,Location 2783,2022-01,Tuesday,2,0.4462,Medium Risk,Monitor
580,39.92,1751,2022-01-25 03:00:00,2885,0,27.27,0.7286,Online,Customer 1751,35,Address 1751,3532.25,2024-01-21,0,Merchant 2885,Location 2885,2022-01,Tuesday,3,0.3684,Medium Risk,Monitor
581,84.5,1769,2022-01-25 04:00:00,2471,0,27.78,0.6151,Travel,Customer 1769,34,Address 1769,9517.55,2024-02-08,0,Merchant 2471,Location 2471,2022-01,Tuesday,4,0.251,Low Risk,No action
582,78.3,1853,2022-01-25 05:00:00,2707,0,66.43,0.8944,Online,Customer 1853,30,Address 1853,1767.82,2024-05-02,0,Merchant 2707,Location 2707,2022-01,Tuesday,5,0.4576,Medium Risk,Monitor
583,79.2,1622,2022-01-25 06:00:00,2734,0,66.99,0.6784,Online,Customer 1622,21,Address 1622,5611.75,2023-09-14,0,Merchant 2734,Location 2734,2022-01,Tuesday,6,0.3257,Medium Risk,Monitor
584,50.32,1412,2022-01-25 07:00:00,2641,0,70.96,0.7143,Online,Customer 1412,19,Address 1412,2730.96,2023-02-16,0,Merchant 2641,Location 2641,2022-01,Tuesday,7,0.3729,Medium Risk,Monitor
585,18.48,1036,2022-01-25 08:00:00,2362,0,96.86,0.2951,Online,Customer 1036,37,Address 1036,9381.15,2022-02-05,0,Merchant 2362,Location 2362,2022-01,Tuesday,8,0.1293,Low Risk,No action
586,55.65,1665,2022-01-25 09:00:00,2700,0,75.71,0.8958,Travel,Customer 1665,30,Address 1665,5714.5,2023-10-27,0,Merchant 2700,Location 2700,2022-01,Tuesday,9,0.4165,Medium Risk,Monitor
587,72.41,1299,2022-01-25 10:00:00,2881,0,79.88,0.3281,Food,Customer 1299,31,Address 1299,4661.56,2022-10-26,0,Merchant 2881,Location 2881,2022-01,Tuesday,10,0.1977,Low Risk,No action
588,74.32,1351,2022-01-25 11:00:00,2142,0,63.01,0.6108,Other,Customer 1351,32,Address 1351,6685.6,2022-12-17,0,Merchant 2142,Location 2142,2022-01,Tuesday,11,0.2848,Low Risk,No action
589,25.98,1096,2022-01-25 12:00:00,2749,0,97.13,0.4571,Travel,Customer 1096,57,Address 1096,6439.74,2022-04-06,0,Merchant 2749,Location 2749,2022-01,Tuesday,12,0.2347,Low Risk,No action
590,70.54,1299,2022-01-25 13:00:00,2460,0,68.27,0.7298,Food,Customer 1299,31,Address 1299,4661.56,2022-10-26,0,Merchant 2460,Location 2460,2022-01,Tuesday,13,0.3577,Medium Risk,Monitor
591,82.51,1367,2022-01-25 14:00:00,2709,0,18.79,0.9741,Travel,Customer 1367,19,Address 1367,6381.96,2023-01-02,0,Merchant 2709,Location 2709,2022-01,Tuesday,14,0.436,Medium Risk,Monitor
592,57.88,1315,2022-01-25 15:00:00,2256,0,73.97,0.0436,Retail,Customer 1315,51,Address 1315,3432.05,2022-11-11,0,Merchant 2256,Location 2256,2022-01,Tuesday,15,0.0977,Low Risk,No action
593,27.88,1531,2022-01-25 16:00:00,2091,0,33.89,0.9895,Other,Customer 1531,29,Address 1531,3163.59,2023-06-15,0,Merchant 2091,Location 2091,2022-01,Tuesday,16,0.4759,Medium Risk,Monitor
594,22.01,1796,2022-01-25 17:00:00,2176,0,10.14,0.1233,Other,Customer 1796,33,Address 1796,5588.05,2024-03-06,0,Merchant 2176,Location 2176,2022-01,Tuesday,17,0.106,Low Risk,No action
595,14.71,1340,2022-01-25 18:00:00,2387,0,89.72,0.6845,Other,Customer 1340,43,Address 1340,7309.48,2022-12-06,0,Merchant 2387,Location 2387,2022-01,Tuesday,18,0.3083,Medium Risk,Monitor
596,44.32,1973,2022-01-25 19:00:00,2444,0,86.92,0.3896,Travel,Customer 1973,29,Address 1973,9772.83,2024-08-30,0,Merchant 2444,Location 2444,2022-01,Tuesday,19,0.1627,Low Risk,No action
597,93.92,1626,2022-01-25 20:00:00,2486,0,24.24,0.0033,Food,Customer 1626,43,Address 1626,2802.6,2023-09-18,0,Merchant 2486,Location 2486,2022-01,Tuesday,20,0.0855,Low Risk,No action
598,13.91,1558,2022-01-25 21:00:00,2979,0,72.91,0.9097,Retail,Customer 1558,35,Address 1558,9927.16,2023-07-12,0,Merchant 2979,Location 2979,2022-01,Tuesday,21,0.3686,Medium Risk,Monitor
599,81.81,1005,2022-01-25 22:00:00,2191,0,82.85,0.6615,Other,Customer 1005,46,Address 1005,5405.77,2022-01-05,0,Merchant 2191,Location 2191,2022-01,Tuesday,22,0.3213,Medium Risk,Monitor
600,49.68,1510,2022-01-25 23:00:00,2131,0,60.5,0.4684,Food,Customer 1510,53,Address 1510,7685.51,2023-05-25,0,Merchant 2131,Location 2131,2022-01,Tuesday,23,0.221,Low Risk,No action
601,74.03,1565,2022-01-26 00:00:00,2489,0,83.12,0.0188,Retail,Customer 1565,33,Address 1565,8921.44,2023-07-19,0,Merchant 2489,Location 2489,2022-01,Wednesday,0,0.0224,Low Risk,No action
602,71.22,1573,2022-01-26 01:00:00,2383,0,28.89,0.3262,Retail,Customer 1573,35,Address 1573,8400.25,2023-07-27,1,Merchant 2383,Location 2383,2022-01,Wednesday,1,0.3516,Medium Risk,Monitor
603,45.4,1691,2022-01-26 02:00:00,2677,0,64.63,0.6413,Travel,Customer 1691,47,Address 1691,6089.05,2023-11-22,0,Merchant 2677,Location 2677,2022-01,Wednesday,2,0.3045,Medium Risk,Monitor
604,68.3,1176,2022-01-26 03:00:00,2175,0,94.8,0.2656,Travel,Customer 1176,20,Address 1176,5493.96,2022-06-25,0,Merchant 2175,Location 2175,2022-01,Wednesday,3,0.1617,Low Risk,No action
605,30.7,1470,2022-01-26 04:00:00,2023,0,80.12,0.8398,Other,Customer 1470,26,Address 1470,5964.38,2023-04-15,0,Merchant 2023,Location 2023,2022-01,Wednesday,4,0.3893,Medium Risk,Monitor
606,55.29,1174,2022-01-26 05:00:00,2637,0,36.05,0.7108,Online,Customer 1174,27,Address 1174,9301.24,2022-06-23,0,Merchant 2637,Location 2637,2022-01,Wednesday,5,0.296,Low Risk,No action
607,58.88,1289,2022-01-26 06:00:00,2365,1,49.12,0.549,Online,Customer 1289,31,Address 1289,9393.91,2022-10-16,0,Merchant 2365,Location 2365,2022-01,Wednesday,6,0.5306,Medium Risk,Monitor
608,26.44,1755,2022-01-26 07:00:00,2224,0,85.8,0.986,Food,Customer 1755,42,Address 1755,2653.25,2024-01-25,0,Merchant 2224,Location 2224,2022-01,Wednesday,7,0.4812,Medium Risk,Monitor
609,90.48,1132,2022-01-26 08:00:00,2922,1,71.46,0.2494,Online,Customer 1132,47,Address 1132,4552.11,2022-05-12,0,Merchant 2922,Location 2922,2022-01,Wednesday,8,0.4628,Medium Risk,Monitor
610,90.61,1239,2022-01-26 09:00:00,2146,0,90.02,0.5123,Other,Customer 1239,40,Address 1239,8704.18,2022-08-27,0,Merchant 2146,Location 2146,2022-01,Wednesday,9,0.2257,Low Risk,No action
611,88.34,1912,2022-01-26 10:00:00,2220,1,35.54,0.6464,Food,Customer 1912,45,Address 1912,9262.12,2024-06-30,0,Merchant 2220,Location 2220,2022-01,Wednesday,10,0.5684,Medium Risk,Monitor
612,36.9,1414,2022-01-26 11:00:00,2884,0,61.06,0.8068,Travel,Customer 1414,18,Address 1414,2560.12,2023-02-18,0,Merchant 2884,Location 2884,2022-01,Wednesday,11,0.4118,Medium Risk,Monitor
613,16.18,1770,2022-01-26 12:00:00,2184,0,33.42,0.2608,Other,Customer 1770,36,Address 1770,6847.49,2024-02-09,1,Merchant 2184,Location 2184,2022-01,Wednesday,12,0.3425,Medium Risk,Monitor
614,11.56,1639,2022-01-26 13:00:00,2094,0,30.22,0.2913,Food,Customer 1639,54,Address 1639,6463.31,2023-10-01,0,Merchant 2094,Location 2094,2022-01,Wednesday,13,0.1643,Low Risk,No action
615,14.56,1043,2022-01-26 14:00:00,2215,0,59.31,0.2284,Online,Customer 1043,25,Address 1043,8236.48,2022-02-12,0,Merchant 2215,Location 2215,2022-01,Wednesday,14,0.1128,Low Risk,No action
616,40.84,1845,2022-01-26 15:00:00,2951,0,10.23,0.8181,Online,Customer 1845,24,Address 1845,9347.48,2024-04-24,0,Merchant 2951,Location 2951,2022-01,Wednesday,15,0.3377,Medium Risk,Monitor
617,10.98,1821,2022-01-26 16:00:00,2491,0,97.43,0.5704,Food,Customer 1821,26,Address 1821,9713.66,2024-03-31,0,Merchant 2491,Location 2491,2022-01,Wednesday,16,0.232,Low Risk,No action
618,68.16,1595,2022-01-26 17:00:00,2668,0,39.03,0.1066,Retail,Customer 1595,53,Address 1595,1150.3,2023-08-18,0,Merchant 2668,Location 2668,2022-01,Wednesday,17,0.144,Low Risk,No action
619,51.21,1686,2022-01-26 18:00:00,2598,0,96.44,0.3011,Food,Customer 1686,51,Address 1686,1401.27,2023-11-17,0,Merchant 2598,Location 2598,2022-01,Wednesday,18,0.221,Low Risk,No action
620,30.79,1901,2022-01-26 19:00:00,2856,0,66.4,0.6045,Retail,Customer 1901,57,Address 1901,1828.7,2024-06-19,0,Merchant 2856,Location 2856,2022-01,Wednesday,19,0.333,Medium Risk,Monitor
621,30.65,1139,2022-01-26 20:00:00,2557,0,36.53,0.3732,Other,Customer 1139,21,Address 1139,3039.51,2022-05-19,0,Merchant 2557,Location 2557,2022-01,Wednesday,20,0.2352,Low Risk,No action
622,77.37,1406,2022-01-26 21:00:00,2655,0,32.67,0.6589,Food,Customer 1406,56,Address 1406,6284.74,2023-02-10,0,Merchant 2655,Location 2655,2022-01,Wednesday,21,0.3119,Medium Risk,Monitor
623,75.26,1730,2022-01-26 22:00:00,2004,0,99.1,0.8405,Food,Customer 1730,54,Address 1730,3967.08,2023-12-31,0,Merchant 2004,Location 2004,2022-01,Wednesday,22,0.4132,Medium Risk,Monitor
624,91.48,1237,2022-01-26 23:00:00,2932,0,13.86,0.6732,Travel,Customer 1237,32,Address 1237,5160.48,2022-08-25,0,Merchant 2932,Location 2932,2022-01,Wednesday,23,0.3267,Medium Risk,Monitor
